,Time (ms),Channel,Temp (C),RH %,Voltage,Sensor Resistance (kOhms),Label,Accuracy
1245,-0.3345663922322013,1.0,27.72,0.2663303903178501,0.2739874084607967,0.2760369159150697,2.0,0.00019104040654397504
1246,-0.3343313395804073,1.0,27.72,0.2663303903178501,0.2672760383256188,0.26918321157073055,2.0,0.00018851074984438485
1247,-0.3341192920817676,1.0,27.72,0.2663303903178501,0.27063170140127457,0.2726097054791837,2.0,0.00018983384617237269
1248,-0.33401526878054816,1.0,27.72,0.2663303903178501,0.27063170140127457,0.2726097054791837,2.0,0.00018985359471617152
1249,-0.33391924727173017,1.0,27.72,0.2663303903178501,0.27063170140127457,0.2726097054791837,2.0,0.0001898718259646928
1250,-0.3338052217300088,1.0,27.72,0.2663303903178501,0.27063170140127457,0.2726097054791837,2.0,0.00018989347784619578
1251,-0.3336131787123729,1.0,27.72,0.24523334390434842,0.2739874084607967,0.2760369159150697,2.0,0.0001872305725126764
1252,-0.33349915317065154,1.0,27.72,0.24523334390434842,0.2672760383256188,0.26918321157073055,2.0,0.00018472900464059792
1253,-0.33339713031753243,1.0,27.72,0.24523334390434842,0.2672760383256188,0.26918321157073055,2.0,0.0001847478525384235
1254,-0.3332821045517609,1.0,27.72,0.24523334390434842,0.2639203312660771,0.26575741428617716,2.0,0.00018352034001335317
1255,-0.33311806780753017,1.0,27.72,0.24523334390434842,0.25720891714701327,0.2589079095887528,2.0,0.00018107815250119704
1256,-0.3330320485392141,1.0,27.72,0.24523334390434842,0.25720891714701327,0.2589079095887528,2.0,0.00018109372967579291
1257,-0.332930025686095,1.0,27.72,0.24523334390434842,0.25553106361723754,0.2571959663163889,2.0,0.00018049931665079942
1258,-0.3328160001443736,1.0,27.72,0.24523334390434842,0.2605646242065452,0.2623323136255179,2.0,0.00018236512486604112
1259,-0.33273098110010774,1.0,27.72,0.24523334390434842,0.2504975030279299,0.2520612112904493,2.0,0.00017870882299073548
1260,-0.3325249349457691,1.0,27.71,0.24523334390434842,0.25553106361723754,0.2571959663163889,2.0,0.00017874170408499178
1261,-0.33241491030024856,1.0,27.71,0.24523334390434842,0.2605646242065452,0.2623323136255179,2.0,0.00018058862145644715
1262,-0.3323098867749789,1.0,27.71,0.24523334390434842,0.24881964949817367,0.2503499845455239,2.0,0.00017637272630119063
1263,-0.3322098643699602,1.0,27.71,0.24523334390434842,0.2538532100874716,0.2554842220794205,2.0,0.00017819300697844313
1264,-0.3321078415168411,1.0,27.71,0.24523334390434842,0.24714179596838817,0.2486389369324524,2.0,0.0001758115512596103
1265,-0.33193080185995794,1.0,27.71,0.24523334390434842,0.25553106361723754,0.2571959663163889,2.0,0.00017884793400746617
1266,-0.3318477832637924,1.0,27.71,0.24523334390434842,0.25720891714701327,0.2589079095887528,2.0,0.0001794701157317436
1267,-0.3317517617549744,1.0,27.71,0.24523334390434842,0.2538532100874716,0.2554842220794205,2.0,0.00017827465790515927
1268,-0.33164673822970475,1.0,27.71,0.24523334390434842,0.24881964949817367,0.2503499845455239,2.0,0.00017648972862039457
1269,-0.3314686983487714,1.0,27.71,0.22097174052882057,0.2538532100874716,0.2554842220794205,2.0,0.00017405068131209867
1270,-0.3314046840095594,1.0,27.71,0.22097174052882057,0.2538532100874716,0.2554842220794205,2.0,0.00017406182361870165
1271,-0.33132666653364484,1.0,27.71,0.22097174052882057,0.24714179596838817,0.2486389369324524,2.0,0.00017173145638458583
1272,-0.3312276443526763,1.0,27.71,0.22097174052882057,0.24546394243863198,0.24692804854770187,2.0,0.00017116744055213742
1273,-0.33105860648819463,1.0,27.71,0.22097174052882057,0.24714179596838817,0.2486389369324524,2.0,0.00017177749776754828
1274,-0.3309035717604156,1.0,27.71,0.22097174052882057,0.24378608890885625,0.24521733929481096,2.0,0.00017064370751293702
1275,-0.3308045495794471,1.0,27.71,0.22097174052882057,0.2421082353790903,0.2435068091737825,2.0,0.00017008332509700101
1276,-0.3307005262782276,1.0,27.71,0.22097174052882057,0.24546394243863198,0.24692804854770187,2.0,0.0001712576914941582
1277,-0.3305835000643557,1.0,27.71,0.22097174052882057,0.24881964949817367,0.2503499845455239,2.0,0.0001724425288922309
1278,-0.33039345749482013,1.0,27.71,0.22097174052882057,0.24043038184932433,0.2417964382810693,2.0,0.0001695777227791653
1279,-0.33027643128094825,1.0,27.71,0.22097174052882057,0.24043038184932433,0.2417964382810693,2.0,0.0001695975693544352
1280,-0.33007938714306134,1.0,27.71,0.22097174052882057,0.24378608890885625,0.24521733929481096,2.0,0.00017078441006585114
1281,-0.3298783421089737,1.0,27.71,0.22097174052882057,0.2387525283195486,0.24008626642375158,2.0,0.00016909124595095224
1282,-0.32976231611915197,1.0,27.71,0.22097174052882057,0.23371896773024092,0.23495676593234577,2.0,0.00016740089803876933
1283,-0.32966929528248456,1.0,27.71,0.22097174052882057,0.23707467478978264,0.23837625379475763,2.0,0.00016855459341913123
1284,-0.3295012576420531,1.0,27.71,0.22097174052882057,0.2353968212600069,0.23666642029762047,2.0,0.00016801278384412501
1285,-0.3293462229142741,1.0,27.71,0.22097174052882057,0.23036326067069923,0.23153797469382517,2.0,0.00016633988111893337
1286,-0.329169183257391,1.0,27.71,0.20303925107734358,0.2353968212600069,0.23666642029762047,2.0,0.00016508152218821284
1287,-0.32908916533337595,1.0,27.71,0.20303925107734358,0.23707467478978264,0.23837625379475763,2.0,0.00016565496631326982
1288,-0.3290131483055617,1.0,27.71,0.20303925107734358,0.2353968212600069,0.23666642029762047,2.0,0.0001651072831722821
1289,-0.3288471111132307,1.0,27.71,0.20303925107734358,0.2236518465516354,0.22470250199201922,2.0,0.00016126561255731036
1290,-0.328726084003158,1.0,27.71,0.20303925107734358,0.2270075536111673,0.22811988007921002,2.0,0.00016238122984783105
1291,-0.32862206070193856,1.0,27.71,0.20303925107734358,0.22868540714094304,0.2298288378205906,2.0,0.00016294906294169522
1292,-0.32847902866276174,1.0,27.71,0.20303925107734358,0.21861828596231797,0.21957771863956546,2.0,0.00015969449567313534
1293,-0.32826198004387114,1.0,27.71,0.20303925107734358,0.2202961394920937,0.22128580062519232,2.0,0.0001602709071378975
1294,-0.32817195987935427,1.0,27.71,0.20303925107734358,0.2135847253730103,0.21445452757029831,2.0,0.00015812928854063492
1295,-0.32806593613003443,1.0,27.71,0.20303925107734358,0.2236518465516354,0.22470250199201922,2.0,0.00016139164082041842
1296,-0.3279519105883131,1.0,27.71,0.20303925107734358,0.2270075536111673,0.22811988007921002,2.0,0.000162506992130923
1297,-0.3278028772048352,1.0,27.71,0.20303925107734358,0.21861828596231797,0.21957771863956546,2.0,0.0001598025118945537
1298,-0.32765784471755804,1.0,27.71,0.20303925107734358,0.21861828596231797,0.21957771863956546,2.0,0.00015982569056925596
1299,-0.327518813574582,1.0,27.71,0.20303925107734358,0.2236518465516354,0.22470250199201922,2.0,0.00016147996765758784
1300,-0.32742879341006514,1.0,27.71,0.20303925107734358,0.2135847253730103,0.21445452757029831,2.0,0.00015824685082669966
1301,-0.327331771677197,1.0,27.71,0.20303925107734358,0.21526257890278602,0.21616209206388498,2.0,0.0001587988932427634
1302,-0.3271277259709588,1.0,27.71,0.18510676162586737,0.2119068718432541,0.21274714220856558,2.0,0.00015495570354439678
1303,-0.3270307042380906,1.0,27.71,0.18510676162586737,0.21861828596231797,0.21957771863956546,2.0,0.00015708361041934745
1304,-0.32693568295332287,1.0,27.71,0.18510676162586737,0.20687335523783237,0.2076260410109921,2.0,0.00015341962139369257
1305,-0.32681665629135054,1.0,27.71,0.18510676162586737,0.2119068718432541,0.21274714220856558,2.0,0.00015500391397477232
1306,-0.32660660924081125,1.0,27.71,0.18510676162586737,0.20519550170805664,0.2059193522731535,2.0,0.00015295157248030586
1307,-0.3265245908686959,1.0,27.71,0.18510676162586737,0.20687335523783237,0.2076260410109921,2.0,0.00015348270514385426
1308,-0.32641756689532586,1.0,27.71,0.18510676162586737,0.20687335523783237,0.2076260410109921,2.0,0.0001534991326623801
1309,-0.3263045415776547,1.0,27.71,0.18510676162586737,0.20687335523783237,0.2076260410109921,2.0,0.00015351648325909436
1310,-0.32615050707392584,1.0,27.71,0.18510676162586737,0.2135847253730103,0.21445452757029831,2.0,0.00015563316716398385
1311,-0.3259474615917379,1.0,27.71,0.18510676162586737,0.20183979464853447,0.20250651219306365,2.0,0.00015201998778562465
1312,-0.3258434382905184,1.0,27.71,0.18510676162586737,0.20351764817829068,0.20421284266718018,2.0,0.000152551187723217
1313,-0.32574441610954985,1.0,27.71,0.18510676162586737,0.20183979464853447,0.20250651219306365,2.0,0.00015205085847485718
1314,-0.32564439370453113,1.0,27.71,0.18510676162586737,0.20351764817829068,0.20421284266718018,2.0,0.0001525815558074596
1315,-0.3253763336590809,1.0,27.71,0.18510676162586737,0.20016194111875873,0.2008003409472652,2.0,0.0001515929772423389
1316,-0.32527231035786147,1.0,27.71,0.18510676162586737,0.20016194111875873,0.2008003409472652,2.0,0.00015160874756260125
1317,-0.3251492827996884,1.0,27.71,0.18510676162586737,0.19680623405921704,0.19738853585124438,2.0,0.00015060473219248794
1318,-0.3250632635313723,1.0,27.71,0.18510676162586737,0.19848408758899277,0.1990943488333264,2.0,0.00015112818763381584
1319,-0.3248952258909409,1.0,27.71,0.16400971521236493,0.19680623405921704,0.19738853585124438,2.0,0.0001474981265672883
1320,-0.32482020908717685,1.0,27.71,0.16400971521236493,0.19848408758899277,0.1990943488333264,2.0,0.00014800915590363364
1321,-0.32469318063280306,1.0,27.71,0.16400971521236493,0.20519550170805664,0.2059193522731535,2.0,0.00015004533652754912
1322,-0.3245961588999349,1.0,27.71,0.16400971521236493,0.20351764817829068,0.20421284266718018,2.0,0.00014955289986795745
1323,-0.32449813694301655,1.0,27.71,0.16400971521236493,0.19345052699968512,0.19397744728266486,2.0,0.00014656160053427944
1324,-0.3243280988544847,1.0,27.71,0.16400971521236493,0.19680623405921704,0.19738853585124438,2.0,0.00014758180204945532
1325,-0.3242340777937671,1.0,27.71,0.16400971521236493,0.18673911288060174,0.18715734011364663,2.0,0.00014462995658290337
1326,-0.3241270538203971,1.0,27.71,0.16400971521236493,0.1917726734699094,0.19227215179262017,2.0,0.00014612081591569722
1327,-0.3240330327596795,1.0,27.71,0.16400971521236493,0.19009481994014343,0.1905670354344351,2.0,0.0001456410250985054
1328,-0.32386199444709746,1.0,27.72,0.16400971521236493,0.18673911288060174,0.18715734011364663,2.0,0.00014616569387797344
1329,-0.32376697316232966,1.0,27.72,0.16400971521236493,0.19009481994014343,0.1905670354344351,2.0,0.0001471718934753216
1330,-0.32365794874085924,1.0,27.72,0.16400971521236493,0.19009481994014343,0.1905670354344351,2.0,0.0001471879399839017
1331,-0.32350891535738135,1.0,27.72,0.16400971521236493,0.18338340582106982,0.18374832151321077,2.0,0.0001452315367605612
1332,-0.32333687682074913,1.0,27.72,0.16400971521236493,0.18506125935084555,0.18545274124749608,2.0,0.00014574865048226637
1333,-0.3232408553119312,1.0,27.72,0.16400971521236493,0.18170555229130383,0.18204408091078228,2.0,0.00014477998832518722
1334,-0.32315883693981584,1.0,27.72,0.16400971521236493,0.18673911288060174,0.18715734011364663,2.0,0.0001462685094699646
1335,-0.3230418107259439,1.0,27.72,0.16400971521236493,0.18673911288060174,0.18715734011364663,2.0,0.00014628562804506535
1336,-0.32286477106906075,1.0,27.72,0.16400971521236493,0.18338340582106982,0.18374832151321077,2.0,0.00014532511873131205
1337,-0.32270673566913116,1.0,27.72,0.14607722576088797,0.17834984523176214,0.17863611719795697,2.0,0.00014132370619521518
1338,-0.3225717054223559,1.0,27.72,0.14607722576088797,0.18506125935084555,0.18545274124749608,2.0,0.00014326786017708848
1339,-0.3224716830173372,1.0,27.72,0.14607722576088797,0.17834984523176214,0.17863611719795697,2.0,0.00014135692923955236
1340,-0.3223666594920675,1.0,27.72,0.14607722576088797,0.1733162846424545,0.17352548526235667,2.0,0.0001399449326645485
1341,-0.32217061557823085,1.0,27.72,0.14607722576088797,0.17499413817222045,0.17522885010903427,2.0,0.00014044644616206976
1342,-0.3220475880200578,1.0,27.72,0.14607722576088797,0.17834984523176214,0.17863611719795697,2.0,0.00014141689185355274
1343,-0.3218925532922788,1.0,27.72,0.14607722576088797,0.18338340582106982,0.18374832151321077,2.0,0.00014288111788217958
1344,-0.3216474983999829,1.0,27.71,0.14607722576088797,0.1733162846424545,0.17352548526235667,2.0,0.0001386257507431147
1345,-0.3215384739785125,1.0,27.71,0.14607722576088797,0.17163843111267876,0.17182227964400285,2.0,0.00013817290722031302
1346,-0.32142944955704206,1.0,27.71,0.14607722576088797,0.1699605775829128,0.1701192531575058,2.0,0.00013772156765454486
1347,-0.3213324278241739,1.0,27.71,0.14607722576088797,0.1682827240531566,0.16841640580286557,2.0,0.0001372700793206758
1348,-0.3211923964571477,1.0,27.71,0.14607722576088797,0.1682827240531566,0.16841640580286557,2.0,0.0001372893031468547
1349,-0.3210103556800136,1.0,27.71,0.14607722576088797,0.16660487052338088,0.1667137375800906,2.0,0.00013685089106167257
1350,-0.32092333618764735,1.0,27.71,0.14607722576088797,0.15318204228522386,0.15309858179876618,2.0,0.0001332119100132931
1351,-0.32080530974972526,1.0,27.71,0.14607722576088797,0.1632491634638392,0.1633088987230308,2.0,0.0001359567059964722
1352,-0.32070128644850576,1.0,27.71,0.14607722576088797,0.16492701699361492,0.1650112285856309,2.0,0.00013643123057346205
1353,-0.32050724298276945,1.0,27.71,0.12814473630941173,0.1682827240531566,0.16841640580286557,2.0,0.00013494170114831014
1354,-0.32041122147395146,1.0,27.71,0.12814473630941173,0.15485989581498982,0.15479987667729161,2.0,0.00013135448915618342
1355,-0.32024618450567055,1.0,27.71,0.12814473630941173,0.1632491634638392,0.1633088987230308,2.0,0.0001336150503237324
1356,-0.3200381379032316,1.0,27.71,0.12814473630941173,0.15989345640430724,0.1599047564898623,2.0,0.00013274249906793827
1357,-0.31991110944885787,1.0,27.71,0.12814473630941173,0.14982633522569194,0.14969652943729136,2.0,0.0001300947427679263
1358,-0.3198150879400399,1.0,27.71,0.12814473630941173,0.15318204228522386,0.15309858179876618,2.0,0.00013098944037058028
1359,-0.3196860590375657,1.0,27.71,0.12814473630941173,0.15318204228522386,0.15309858179876618,2.0,0.00013100634320426985
1360,-0.3195650319274931,1.0,27.71,0.12814473630941173,0.15989345640430724,0.1599047564898623,2.0,0.00013280531638335086
1361,-0.3194039958554129,1.0,27.71,0.12814473630941173,0.15653774934476555,0.15650133078413794,2.0,0.00013193194504560054
1362,-0.3193069741225448,1.0,27.71,0.12814473630941173,0.14814848169592598,0.14799577195433633,2.0,0.00012973430279811986
1363,-0.31919995014917474,1.0,27.71,0.12814473630941173,0.14982633522569194,0.14969652943729136,2.0,0.0001301872955095535
1364,-0.31893689122397545,1.0,27.71,0.12814473630941173,0.14814848169592598,0.14799577195433633,2.0,0.00012978232503825014
1365,-0.3188398694911073,1.0,27.71,0.12814473630941173,0.14982633522569194,0.14969652943729136,2.0,0.0001302341827639783
1366,-0.3187468486544399,1.0,27.71,0.12814473630941173,0.1447928186202702,0.14459477448047772,2.0,0.00012893289252956767
1367,-0.318629822440568,1.0,27.71,0.12814473630941173,0.1447928186202702,0.14459477448047772,2.0,0.00012894798222598782
1368,-0.31840677247737625,1.0,27.71,0.1144316561406351,0.1397592580309723,0.13949455209623735,2.0,0.00012593742594386068
1369,-0.31831175119260846,1.0,27.71,0.1144316561406351,0.14647067215004592,0.14629517369971068,2.0,0.00012766276396115983
1370,-0.3182247317002422,1.0,27.71,0.1144316561406351,0.1397592580309723,0.13949455209623735,2.0,0.0001259603542110322
1371,-0.31810970593447063,1.0,27.71,0.1144316561406351,0.1397592580309723,0.13949455209623735,2.0,0.0001259748440044624
1372,-0.31795267075859124,1.0,27.71,0.1144316561406351,0.14647067215004592,0.14629517369971068,2.0,0.00012770861426002566
1373,-0.3177816324460092,1.0,27.71,0.1144316561406351,0.14311496509050423,0.14289451458602415,2.0,0.0001268703805055524
1374,-0.317657604663786,1.0,27.71,0.1144316561406351,0.14311496509050423,0.14289451458602415,2.0,0.00012688611723081874
1375,-0.317545579570165,1.0,27.71,0.1144316561406351,0.1397592580309723,0.13949455209623735,2.0,0.0001260459311281186
1376,-0.31734153386392683,1.0,27.71,0.1144316561406351,0.13640355097143061,0.1360952862303447,2.0,0.0001252229183836639
1377,-0.31721350518550284,1.0,27.71,0.1144316561406351,0.13472569744166465,0.13439590209164487,2.0,0.00012481670643104637
1378,-0.31711848390073505,1.0,27.71,0.1144316561406351,0.13304784391188892,0.13269671698834618,2.0,0.00012440773043553613
1379,-0.3170124601514152,1.0,27.71,0.1144316561406351,0.13304784391188892,0.13269671698834618,2.0,0.00012442092155818285
1380,-0.3167874097401231,1.0,27.71,0.1144316561406351,0.12801428332258125,0.127600136951903,2.0,0.00012319461357609865
1381,-0.31670539136800774,1.0,27.71,0.1144316561406351,0.12801428332258125,0.127600136951903,2.0,0.000123204718403151
1382,-0.31657636246553356,1.0,27.71,0.1144316561406351,0.12633642979281529,0.12590164847250127,2.0,0.00012280528613664793
1383,-0.3164313299782564,1.0,27.71,0.1144316561406351,0.12801428332258125,0.127600136951903,2.0,0.00012323848932530352
1384,-0.3162772954745276,1.0,27.71,0.1144316561406351,0.13136999038212296,0.1309976911133684,2.0,0.00012409267532928318
1385,-0.3161222607467486,1.0,27.71,0.09966372365118355,0.1213028692035174,0.12080715830774615,2.0,0.0001198400651253899
1386,-0.3160242387898302,1.0,27.71,0.09966372365118355,0.12298072273328337,0.12250514919865207,2.0,0.00012025709488431842
1387,-0.3159212157126609,1.0,27.71,0.09966372365118355,0.12633642979281529,0.12590164847250127,2.0,0.0001210843116649741
1388,-0.3158071901709396,1.0,27.71,0.09966372365118355,0.11794716214397571,0.11741169401796596,2.0,0.00011907124536756063
1389,-0.3156441536507591,1.0,27.71,0.09966372365118355,0.12298072273328337,0.12250514919865207,2.0,0.00012030281237085422
1390,-0.3155071229558834,1.0,27.71,0.09966372365118355,0.11794716214397571,0.11741169401796596,2.0,0.00011910698078129228
1391,-0.3152900743369928,1.0,27.71,0.09966372365118355,0.11291360155466805,0.11231981121693618,2.0,0.00011793265791865057
1392,-0.31508002728645346,1.0,27.71,0.09966372365118355,0.11459145508443401,0.11401692635208838,2.0,0.00011835620485212835
1393,-0.3149830055535853,1.0,27.71,0.09966372365118355,0.1213028692035174,0.12080715830774615,2.0,0.00011997667392557541
1394,-0.31489398561311865,1.0,27.71,0.09966372365118355,0.11123574802489232,0.11062287521364644,2.0,0.00011758189807653593
1395,-0.3147109446119344,1.0,27.71,0.09966372365118355,0.10955789449512636,0.10892609843867197,2.0,0.00011720722627943721
1396,-0.31451690114619807,1.0,27.71,0.09966372365118355,0.1213028692035174,0.12080715830774615,2.0,0.00012003260967434914
1397,-0.31431885678426097,1.0,27.71,0.09966372365118355,0.10955789449512636,0.10892609843867197,2.0,0.00011725319168569614
1398,-0.31420983236279054,1.0,27.71,0.09966372365118355,0.10620218743559444,0.10553306238076318,2.0,0.00011647724798251705
1399,-0.31399878508820106,1.0,27.71,0.07856667723768113,0.11291360155466805,0.11231981121693618,2.0,0.00011561986166911892
1400,-0.31390676447558385,1.0,27.71,0.07856667723768113,0.09949077331651104,0.0987490602330921,2.0,0.00011255099218810446
1401,-0.3137827366933606,1.0,27.71,0.07856667723768113,0.11291360155466805,0.11231981121693618,2.0,0.00011564484432551812
1402,-0.3136837145123921,1.0,27.71,0.07856667723768113,0.10788004096535063,0.10722948089201559,2.0,0.0001144913197454117
1403,-0.3134936719428565,1.0,27.71,0.07856667723768113,0.10284648037605273,0.10214072294675135,2.0,0.00011335979725164011
1404,-0.31337864617708494,1.0,27.71,0.07856667723768113,0.0944572127272034,0.09366288974800886,2.0,0.00011147661625451004
1405,-0.31326262018726325,1.0,27.71,0.07856667723768113,0.09949077331651104,0.0987490602330921,2.0,0.00011262351599315263
1406,-0.313063575601276,1.0,27.71,0.07856667723768113,0.0944572127272034,0.09366288974800886,2.0,0.00011151174545401729
1407,-0.3128635307912385,1.0,27.71,0.07856667723768113,0.09277935919743742,0.09196784458100035,2.0,0.00011115849866307528
1408,-0.3127014944951082,1.0,27.71,0.07856667723768113,0.09110150566766169,0.09027297854585994,2.0,0.00011080217914994312
1409,-0.3126004718660393,1.0,27.71,0.07856667723768113,0.09949077331651104,0.0987490602330921,2.0,0.00011269811557059849
1410,-0.3124354348977584,1.0,27.71,0.07856667723768113,0.09949077331651104,0.0987490602330921,2.0,0.0001127167168124411
1411,-0.312342414061091,1.0,27.71,0.07856667723768113,0.09277935919743742,0.09196784458100035,2.0,0.00011121644140785688
1412,-0.312219386502918,1.0,27.71,0.07856667723768113,0.0894236521379055,0.08857827173903479,2.0,0.00011048237669951517
1413,-0.312075354239691,1.0,27.71,0.07856667723768113,0.09277935919743742,0.09196784458100035,2.0,0.00011124614737881809
1414,-0.31192031951191196,1.0,27.71,0.06907300635160557,0.09781291978674508,0.0970534975740519,2.0,0.00011133299621034596
1415,-0.31182229755499363,1.0,27.71,0.06907300635160557,0.08606794507836381,0.08518939552095771,2.0,0.00010874598879606022
1416,-0.311712272909473,1.0,27.71,0.06907300635160557,0.09277935919743742,0.09196784458100035,2.0,0.00011023501451970323
1417,-0.31160224826395244,1.0,27.71,0.06907300635160557,0.08774579860813954,0.08688374406406645,2.0,0.00010913733214606228
1418,-0.3114082047982161,1.0,27.71,0.06907300635160557,0.08606794507836381,0.08518939552095771,2.0,0.00010879102989870132
1419,-0.31121616178058015,1.0,27.71,0.06907300635160557,0.08606794507836381,0.08518939552095771,2.0,0.00010881192485764756
1420,-0.3111001357907584,1.0,27.71,0.06907300635160557,0.07935657494318586,0.07841369314941982,2.0,0.00010736668943571937
1421,-0.3108910889642693,1.0,27.71,0.06907300635160557,0.07935657494318586,0.07841369314941982,2.0,0.00010738913687193468
1422,-0.3107520578212933,1.0,27.71,0.06907300635160557,0.07935657494318586,0.07841369314941982,2.0,0.00010740406862659329
1423,-0.3105970230935142,1.0,27.71,0.06907300635160557,0.07264516082410248,0.07164077727346127,2.0,0.00010598195715488693
1424,-0.31047899665559214,1.0,27.71,0.06907300635160557,0.07432301435387821,0.0733337325687761,2.0,0.00010635235428698172
1425,-0.31028395296580563,1.0,27.71,0.06907300635160557,0.07767872141341013,0.07672020045852614,2.0,0.00010709270431339048
1426,-0.31015592428738165,1.0,27.71,0.06907300635160557,0.07600086788364417,0.07502688689949207,2.0,0.00010674595315756538
1427,-0.31006890479501537,1.0,27.71,0.06907300635160557,0.0709673072943365,0.06994796130292583,2.0,0.00010568112927149902
1428,-0.3099508783570933,1.0,27.71,0.06907300635160557,0.07264516082410248,0.07164077727346127,2.0,0.00010605046026262992
1429,-0.3098548568482753,1.0,27.71,0.06907300635160557,0.07600086788364417,0.07502688689949207,2.0,0.00010677809633429925
1430,-0.3096098019559794,1.0,27.71,0.05535992618282892,0.06761160023479482,0.06656288666096968,2.0,0.00010358903256550701
1431,-0.30949077529400715,1.0,27.71,0.05535992618282892,0.06593374670502886,0.06487058818247159,2.0,0.00010325280111224934
1432,-0.3094117575940424,1.0,27.71,0.05535992618282892,0.05586662552641354,0.054720519273426485,2.0,0.000101194289577265
1433,-0.30926472465866484,1.0,27.71,0.05535992618282892,0.07432301435387821,0.0733337325687761,2.0,0.00010503133273703025
1434,-0.30918570695870007,1.0,27.71,0.05535992618282892,0.06928945376456078,0.06825534436778871,2.0,0.000103982836531593
1435,-0.30905067671192477,1.0,27.71,0.05535992618282892,0.06257803964549692,0.061486548524584454,2.0,0.00010260439490318572
1436,-0.30892464848160117,1.0,27.71,0.05535992618282892,0.05922233258595523,0.058103185587061235,2.0,0.00010192811131807984
1437,-0.30873860680826637,1.0,27.71,0.05535992618282892,0.05586662552641354,0.054720519273426485,2.0,0.0001012624328136646
1438,-0.30866258978045213,1.0,27.71,0.05535992618282892,0.06425589317525313,0.06317848873936614,2.0,0.00010299069374072417
1439,-0.308549564462781,1.0,27.71,0.05535992618282892,0.05251091846687184,0.05133852968015564,2.0,0.00010060147171982209
1440,-0.30844254048941094,1.0,27.71,0.05535992618282892,0.06090018611571143,0.05979478744166521,2.0,0.00010232144947494543
1441,-0.3082735026249293,1.0,27.71,0.05535992618282892,0.05586662552641354,0.054720519273426485,2.0,0.0001013095422398231
1442,-0.30812746991360196,1.0,27.71,0.05535992618282892,0.06425589317525313,0.06317848873936614,2.0,0.00010304582189788725
1443,-0.30798543809847534,1.0,27.71,0.05535992618282892,0.05586662552641354,0.054720519273426485,2.0,0.00010133873068074956
1444,-0.30776738925553454,1.0,27.71,0.04375655065540282,0.05754447905618927,0.05641176286431405,2.0,0.00010052960620962696
1445,-0.307668367074566,1.0,27.71,0.04375655065540282,0.05754447905618927,0.05641176286431405,2.0,0.00010053956155156029
1446,-0.30757734668599895,1.0,27.71,0.04375655065540282,0.05754447905618927,0.05641176286431405,2.0,0.00010054871329100288
1447,-0.30745131845567536,1.0,27.71,0.04375655065540282,0.0424437972882663,0.0411967008366248,2.0,9.755856003190936e-05
1448,-0.30728928215954504,1.0,27.71,0.04375655065540282,0.04579950434780799,0.04457662046174914,2.0,9.823380803300724e-05
1449,-0.30709323824570833,1.0,27.71,0.04375655065540282,0.04579950434780799,0.04457662046174914,2.0,9.825306842515829e-05
1450,-0.3069912153925892,1.0,27.71,0.04375655065540282,0.05251091846687184,0.05133852968015564,2.0,9.95959735030371e-05
1451,-0.306899194779972,1.0,27.71,0.04375655065540282,0.0424437972882663,0.0411967008366248,2.0,9.761244031407453e-05
1452,-0.3067901703585016,1.0,27.71,0.04375655065540282,0.04579950434780799,0.04457662046174914,2.0,9.82828508508062e-05
1453,-0.30662813406237127,1.0,27.71,0.04375655065540282,0.04579950434780799,0.04457662046174914,2.0,9.829877783133367e-05
1454,-0.3064801009029436,1.0,27.71,0.04375655065540282,0.044121650818022495,0.042886571083257156,2.0,9.798278011237884e-05
1455,-0.30635407267262,1.0,27.71,0.04375655065540282,0.044121650818022495,0.042886571083257156,2.0,9.799512972038302e-05
1456,-0.3061530276385323,1.0,27.71,0.04375655065540282,0.03741023669895864,0.036128125080793896,2.0,9.670344828751797e-05
1457,-0.30605700612971437,1.0,27.71,0.04375655065540282,0.03573238316918291,0.03443893155451696,2.0,9.638764801130303e-05
1458,-0.3059599843968462,1.0,27.71,0.04375655065540282,0.030698822579875253,0.02937240586329386,2.0,9.542828920557828e-05
1459,-0.3058579615437271,1.0,27.71,0.04375655065540282,0.0390880902287246,0.03781747783539175,2.0,9.705825026043243e-05
1460,-0.305643913596987,1.0,27.71,0.04375655065540282,0.03741023669895864,0.036128125080793896,2.0,9.675269483679113e-05
1461,-0.3054578719236522,1.0,27.71,0.030043470486626922,0.03573238316918291,0.03443893155451696,2.0,9.51318615418147e-05
1462,-0.3053798544477376,1.0,27.71,0.030043470486626922,0.03573238316918291,0.03443893155451696,2.0,9.513928391936818e-05
1463,-0.30528383293891964,1.0,27.71,0.030043470486626922,0.03237667610965098,0.03106108189753912,2.0,9.450988923357023e-05
1464,-0.3051678069490979,1.0,27.71,0.030043470486626922,0.03237667610965098,0.03106108189753912,2.0,9.452085568049583e-05
1465,-0.3050087713251181,1.0,27.71,0.030043470486626922,0.029020969050119055,0.027683908960916704,2.0,9.390153279961833e-05
1466,-0.3048537365973391,1.0,27.71,0.030043470486626922,0.03237667610965098,0.03106108189753912,2.0,9.455054710248968e-05
1467,-0.3047157056784133,1.0,27.71,0.030043470486626922,0.02063174538515562,0.019244011909189306,2.0,9.236155081232493e-05
1468,-0.30449065526712116,1.0,27.71,0.030043470486626922,0.02566526199057736,0.024307432648188413,2.0,9.331983679808412e-05
1469,-0.3044056362228552,1.0,27.71,0.030043470486626922,0.02063174538515562,0.019244011909189306,2.0,9.239019429004343e-05
